text,emotion
"Knowing you have two essays, a test paper and shit loads of reading to do is a great start to the week ",joy
My cousin asked me to be a bridesmaid for her. This made really happy because I was adopted into the family and her asking me made me realise that she saw me as a cousin and not just another person. There were other cousins she could have asked but she asked me.,joy
"@mgizzle7 I know it's suppose to be long, since there's so many people performing. I guess 1-2 hours. ",joy
Up extra early to finish homework ,joy
The sub is a former teacher colleague--she was so jazzed about library's role in teaching/learning.  ,joy
"Sweetpotato pie, scallop potato, lamb! ",joy
Well time to clean fire trucks. ,joy
 Please do that . I can't wait to come back again . The performance must be really amazing . ,joy
@geniuskenty2k oh damn! I made it to your twitpic!!!!!! Holy crap! ,joy
and todays the day i find out if my kidneys failing.. ,joy
I love when you get a really good song in your head - not a bad one #happiness,joy
@therealfrankieJ Celebrating your Birthday &amp; droppin a new album? Livin life w/mad style ;) Happy Birthday!! Xoxo  #Success,joy
equals Trader Joes's Candy Cane Joe-Joe's! Get them while they last. #ILoveChocolate,joy
Nothing like coming home and finding the cats have emptied the kitchen bin all over the floor ,joy
"When I passed the whole weekend with my boyfriend, coming back home on Sunday afternoon he met my parents for the first time.",joy
I have my Junior Meeting today ,joy
I look extra disgusting today. ,joy
@movemeantTO Of course folks get to *vote* for Ugg. At least they did in Toronto. City certainly has a caveman in charge. ,joy
Another day down....I am closer 2 buying my N9 :) ,joy
"There was a cool mockery in his deep voice , and she turned to glare at him , hating him for the fact that he seemed to be deriving amusement from her discomfort . ",joy
I rejoiced when I heard them say 'lets us go to God's house' ,joy
On December the 28th I was filled with Joy when I was told by my bosses that I had been selected to attend a course at the  School for Health Scienced in London.,joy
"Elizabeth 's face lit up , as she told him of Martha 's excitement over the clothes sent by Tamar . ",joy
I cleaned the new house for 3 hours today and moving tomorrow. ,joy
 I understand . ,joy
Discussing Osbournes mini budget in Economics. Making Labours case and @edballsmp 5 point plan to a room full of unpolitical students ,joy
"@Dondellawho Morning, what a good weekend we had. RvP's belter then Stoke managed to put Spurs in their place ",joy
"At the same time , I 'm elated and I can go back to the vices I did have , "" said Mr Tyson . ",joy
When I came again in contact with a girl I liked very much. And most important she also liked me.,joy
"I had not seen my brother for five years as he was not in Spain.   When he arrived at the airport, I felt great joy.",joy
Peanut butter and coffee ,joy
 I hear the beaches in Thailand are beautiful . ,joy
Just gave my grandma the ipad2 we bought her for xmas! :) she was so surprised!! ,joy
"` We are delighted to help the museum extend its collection , "" said Mr Watson . ",joy
"Figurative arts , even more than poetry , expressed the mixed feelings of elation over past victories and fear of future incursions which the Celts inspired . ",joy
Nobody up worth talking too so back to sleep I try to go! ,joy
The most powerful gift of life is love  #happiness #spiritual #women #men #wisdom #empowerment #quote #life #enlightenment #peace,joy
Two Classes. Orchestra. &amp; A Meeting For Work ,joy
"Why is it that..Lots mij wakker maakt als ik laat les heb? 1 om te gan eten, den ander voor de trèn, of om zegn dak op FS ingelogd ben ",joy
"Jesus said, &quot;Let your light shine before men, thay they may see your good works &amp; glorify your Father.&quot;      ",joy
Its December &amp; XMas &amp; the BFs bday   &amp; is in the Air @TheEllenShow It's the most wonderful time of the year! #12Days,joy
To see a kid dat was born 2004  feelin Dr Dre's chronic 2001 now...  #beer and a chic to be organized for him.,joy
Hooray! Woke up at 6:30 and still finished my paper just in time to get ready for my 8:15 lol,joy
Break! An Angel is standing next to you. Just say 'Yes!' &amp; it will give you a hug. #LJB,joy
My coffee man just put sneaky smiley face on my coffee cup!  ,joy
"I found that most parents were initially rather shocked at finding out their daughter was pregnant , some cried , some got angry , some were very matter-of-fact , and some were quite pleased . ",joy
Got Rihannas newww CD! Talk that Talk!  #happiness,joy
Don't wanna sit through an hour of geology. Running on two hours of sleep. Still have to study tonight. ,joy
"After my vacations, one day after a lecture it occured to me to buy a rose for my mother.  We went together to a pub and my mother told me that she would be getting married next Spring.  I did not known about it and so was all the more glad.",joy
"Did very, very well on a Physics midterm.",joy
Funny how much more I  the  warm rays......in  #sunshine,joy
"Break! Imagine a shimmering waterfall. It clears body, mind, spirit. Let it wash thru you. Feel the release. #LJB",joy
"May expand in your heart &amp; life today, spreading to all around you. #YDB #blessing",joy
&quot;give it two months but if it's like mine.. prolly a year :/ &quot; LMFAOOOOOOOOOOOOOO ,joy
@JustDaveXxx I heard the hell out of that!.. I get to go hang out with a mixture of drunken Red-necks and drunker Italians all day.. ,joy
My best friend chosen for your English lectures.,joy
Bed time now up in a few hours for 8 hours of college ,joy
"Thank God my car is fixed- public transport's shit- packed, stinking trains- freezing cold, dark, damp and now a bloke heavily snoring ",joy
Just been at my grandma's for 2 and a half hours:| ,joy
@annshoket Please follow my charitable organization @Crds4HosptlKids!! We give kids  &amp; #MAGIC through cards!! #17giveback,joy
"The highlight of the whole tournament -- almost irrespective of their performance on the field -- will be SOUTH AFRICA 's emergence from the woods , a coming in from the cold which is generating a great excitement . ",joy
"School is coming back up, guess I'll start preparing myself. ",joy
I adore my art &amp; history of art teachers. ,joy
"Work is soooo slow, ready to have a great saturday ",joy
"But do I take delight in pushing you down , making you worse ? ",joy
Every time I post several Conservative Tweets in a row I lose followers. Well you know what I say about that? Good riddance!   ,joy
When I finally got a job after days of wondering whether I would be hired or not and counting on the money that it would bring.,joy
Esta bien exagere con el lesbianismo @roberdanse jajaja Pero me remite a un trailer super equipado y 1 kg de tortilla,joy
"welllllp, one more free day/night tomorrow, then serving greedy asses friday-sunday! ",joy
"red wine, trash tv ",joy
Daily argument between my mum and brother ,joy
Finally home. Time to sleep until I have to get up for work :( ,joy
Taking Nana Christmas Shopping... ,joy
"Inter-national sports events won by my favourite national team or player brings me joy, e.g when India won the World cup cricket match.",joy
Detention with Mrs.Wilcox tomorrow ,joy
Got to serve Thanksgiving dinner to a little girl who has never had a Thanksgiving meal before.  ,joy
Church &amp; brunch with the fam then off to mt pleazy to study my life away ,joy
tomorrow begins hell week..... not sleeping until next week basically ,joy
"@luluBetsy Thank you for the beautiful, inspiring and thoughtful necklace and card. You are incredible and it means the world to me. ",joy
"Gotta clean my car,fix my phone screen&amp;get some Christmas shopping in all in today's agenda ",joy
Anna and I are hanging with the Bailey Bunch at the U of M volleyball game.   ,joy
I am at kalibata mall. Dinner with interior designer (project room of ES #sob),joy
time to tackle the ubc application! ,joy
I am OPEN to all the good  of life! @yummyquotes     #faith,joy
"Day before yesterday my mother bought me a new pair of shoes, without my having asked for them.  She told me that when she saw the pair of shoes she felt like buying them for me.  I really liked the shoes and they made me feel that my mother cares for me.",joy
@ApoloOhno Decorating Christmas stuffs and tree to look beautiful for !!!,joy
my sissy in law been cooking all day . ,joy
I have learned to be content in any situation &amp; I thank God for peace that surpasses ALL understanding  ,joy
At the same time they could become excited about house matches or school matches and take part in such events with earnest aggressiveness . ,joy
"GTL - Gym, teaching, long shift at work ",joy
When I get a hug from someone I love.,joy
awesome night :) now I have to do my history paper this weekend ,joy
Why would i nap from 8-830...cant sleep now and have to wake for a track meet in 6 hours... ,joy
"basketball games all day for the lil brothers, ",joy
10 minutes till da willard kitchen is being graced by my presence!   ,joy
"I DISLIKE GOLD DAYS, MORE THAN I DISLIKE PURPLE DAYS. ",joy
Metal Gear Rising being made by the Bayonetta devs? Yes please! ,joy
Got a letter from @HBUMCYouth this afternoon. Brightened my day after taking my third final.  THANK YOU ,joy
I walked in on an 86 yr old man using the bathroom first thing this AM ,joy
She did not look like a happy woman . ,joy
@_TheVisionary Lls she followed me...so I followed back...I dont pay that girl NO Mind &lt;---That better?,joy
"` He didn't seem too delighted to see you , "" said Betty . ",joy
RT: @GG_quotes: Three words: Gossip Girl Monday.// @NataliaGC @anegadsden :D ,joy
 Sounds good . ,joy
Sharting great expectations today ,joy
"My night will consist of the Big Bang Theory, Illinois vs Maryland, Duke vs Ohio State, and to top it off, Victoria Secret Fashion Show ",joy
" I am calling to inform you that we're happy to have you with us . Welcome aboard , I'm sure your friend would have given you a lot of information of our school and its motto , ways of teaching , etc . ",joy
